Date,Open,High,Low,Close,Adj Close,Volume
2003-01-01,332.450012,336.369995,313.510010,318.799988,318.799988,0
2003-02-01,317.619995,324.230011,302.209991,323.630005,323.630005,0
2003-03-01,327.420013,353.980011,322.429993,341.690002,341.690002,0
2003-04-01,341.690002,393.880005,341.690002,392.679993,392.679993,0
2003-05-01,392.679993,443.019989,379.519989,434.880005,434.880005,0
2003-06-01,444.529999,461.670013,410.239990,453.399994,453.399994,0
2003-07-01,453.399994,462.940002,423.190002,424.769989,424.769989,0
2003-08-01,424.769989,424.769989,401.959991,417.619995,417.619995,0
2003-09-01,416.149994,437.059998,410.160004,432.079987,432.079987,0
2003-10-01,432.079987,479.510010,430.489990,473.339996,473.339996,0
2003-11-01,479.309998,516.510010,479.309998,510.559998,510.559998,0
2003-12-01,510.679993,535.440002,484.079987,534.390015,534.390015,0
2004-01-01,534.390015,585.190002,534.390015,554.309998,554.309998,0
2004-02-01,545.380005,579.460022,541.669983,559.359985,559.359985,0
2004-03-01,564.809998,585.219971,554.869995,566.070007,566.070007,0
2004-04-01,566.070007,590.809998,565.409973,571.179993,571.179993,0
2004-05-01,566.260010,579.659973,548.280029,569.869995,569.869995,0
2004-06-01,569.869995,598.960022,569.869995,596.239990,596.239990,0
2004-07-01,596.239990,604.070007,568.859985,570.869995,570.869995,0
2004-08-01,569.049988,569.049988,524.260010,551.090027,551.090027,0
2004-09-01,551.090027,569.419983,546.409973,558.969971,558.969971,0
2004-10-01,558.969971,571.549988,540.640015,545.799988,545.799988,0
2004-11-01,552.270020,598.020020,551.159973,589.409973,589.409973,0
2004-12-01,589.409973,636.919983,587.369995,635.950012,635.950012,0
2005-01-01,643.869995,660.489990,628.750000,658.390015,658.390015,0
2005-02-01,658.390015,679.000000,650.099976,672.369995,672.369995,0
2005-03-01,672.369995,692.039978,655.729980,664.640015,664.640015,0
2005-04-01,664.640015,685.440002,651.880005,676.700012,676.700012,0
2005-05-01,686.369995,702.020020,679.840027,699.299988,699.299988,0
2005-06-01,699.299988,706.750000,645.400024,656.479980,656.479980,0
2005-07-01,656.479980,702.770020,644.210022,696.159973,696.159973,0
2005-08-01,688.390015,729.500000,678.590027,715.070007,715.070007,0
2005-09-01,715.070007,760.159973,715.070007,753.590027,753.590027,0
2005-10-01,753.590027,770.979980,735.099976,765.369995,765.369995,0
2005-11-01,765.369995,793.099976,747.950012,790.549988,790.549988,0
2005-12-01,790.549988,836.739990,786.190002,822.989990,822.989990,0
2006-01-01,827.929993,873.260010,802.369995,844.409973,844.409973,0
2006-02-01,844.409973,854.679993,803.260010,823.210022,823.210022,0
2006-03-01,823.210022,868.700012,821.260010,835.780029,835.780029,0
2006-04-01,827.830017,881.890015,827.830017,879.919983,879.919983,0
2006-05-01,884.280029,923.700012,852.669983,868.869995,868.869995,0
2006-06-01,868.869995,871.900024,791.010010,793.570007,793.570007,0
2006-07-01,812.650024,843.400024,756.070007,815.469971,815.469971,0
2006-08-01,815.469971,839.140015,786.500000,820.000000,820.000000,0
2006-09-01,820.000000,847.679993,794.419983,846.090027,846.090027,0
2006-10-01,846.090027,919.710022,843.340027,914.130005,914.130005,0
2006-11-01,914.130005,941.979980,901.729980,936.130005,936.130005,0
2006-12-01,936.130005,950.640015,923.419983,925.599976,925.599976,0
2007-01-01,921.690002,963.849976,913.840027,958.260010,958.260010,0
2007-02-01,962.299988,1007.169983,959.289978,970.719971,970.719971,0
2007-03-01,967.460022,995.869995,936.599976,994.500000,994.500000,0
2007-04-01,994.500000,1080.900024,994.500000,1066.560059,1066.560059,0
2007-05-01,1060.910034,1123.390015,1057.290039,1117.020020,1117.020020,0
2007-06-01,1117.020020,1137.579956,1071.479980,1102.189941,1102.189941,0
2007-07-01,1106.609985,1153.339966,1065.069946,1103.099976,1103.099976,0
2007-08-01,1078.660034,1083.410034,1006.750000,1034.670044,1034.670044,0
2007-09-01,1050.170044,1098.729980,1013.109985,1095.369995,1095.369995,0
2007-10-01,1109.739990,1192.849976,1107.050049,1189.040039,1189.040039,0
2007-11-01,1196.280029,1199.380005,1103.420044,1133.109985,1133.109985,0
2007-12-01,1144.670044,1185.729980,1120.030029,1154.589966,1154.589966,0
2008-01-01,1152.969971,1167.040039,976.630005,1003.469971,1003.469971,0
2008-02-01,1003.469971,1055.140015,980.700012,1034.010010,1034.010010,0
2008-03-01,1000.260010,1014.460022,882.869995,928.059998,928.059998,0
2008-04-01,928.549988,1027.969971,927.409973,996.169983,996.169983,0
2008-05-01,992.010010,1037.869995,989.700012,1035.680054,1035.680054,0
2008-06-01,1038.229980,1045.250000,972.400024,987.510010,987.510010,0
2008-07-01,987.510010,987.510010,885.400024,948.059998,948.059998,0
2008-08-01,948.059998,948.059998,916.260010,922.419983,922.419983,0
2008-09-01,916.030029,927.309998,740.760010,812.770020,812.770020,0
2008-10-01,812.770020,812.770020,627.659973,645.690002,645.690002,0
2008-11-01,671.090027,713.059998,518.239990,575.390015,575.390015,0
2008-12-01,589.989990,628.750000,542.349976,564.090027,564.090027,0
2009-01-01,567.059998,620.169983,567.059998,599.969971,599.969971,0
2009-02-01,594.890015,644.219971,586.989990,603.690002,603.690002,0
2009-03-01,577.690002,678.820007,569.849976,666.140015,666.140015,0
2009-04-01,664.150024,750.440002,662.280029,745.250000,745.250000,0
2009-05-01,745.250000,798.380005,744.380005,791.030029,791.030029,0
2009-06-01,815.969971,836.690002,765.539978,801.260010,801.260010,0
2009-07-01,801.260010,886.820007,766.169983,884.690002,884.690002,0
2009-08-01,904.309998,934.919983,852.239990,883.760010,883.760010,0
2009-09-01,896.669983,954.510010,868.229980,927.700012,927.700012,0
2009-10-01,943.020020,990.880005,938.590027,957.330017,957.330017,0
2009-11-01,936.960022,1021.159973,919.330017,1003.549988,1003.549988,0
2009-12-01,1007.109985,1069.160034,1006.979980,1064.979980,1064.979980,0
2010-01-01,1064.979980,1111.890015,1059.180054,1073.260010,1073.260010,0
2010-02-01,1059.579956,1111.280029,1050.010010,1092.310059,1092.310059,0
2010-03-01,1104.869995,1163.930054,1104.810059,1155.420044,1155.420044,0
2010-04-01,1159.000000,1166.219971,1093.689941,1097.680054,1097.680054,0
2010-05-01,1099.250000,1110.119995,998.080017,1009.400024,1009.400024,0
2010-06-01,1011.650024,1061.859985,988.520020,990.340027,990.340027,0
2010-07-01,979.119995,1045.880005,975.200012,1029.170044,1029.170044,0
2010-08-01,1034.290039,1076.699951,1034.290039,1046.420044,1046.420044,0
2010-09-01,1053.869995,1138.469971,1050.079956,1128.869995,1128.869995,0
2010-10-01,1128.869995,1177.670044,1118.229980,1171.160034,1171.160034,0
2010-11-01,1182.410034,1182.760010,1130.560059,1149.670044,1149.670044,0
2010-12-01,1155.530029,1229.939941,1152.810059,1224.000000,1224.000000,0
2011-01-01,1231.020020,1254.400024,1190.020020,1203.750000,1203.750000,0
2011-02-01,1204.760010,1241.969971,1171.630005,1189.959961,1189.959961,0
2011-03-01,1192.160034,1212.130005,1118.180054,1207.609985,1207.609985,0
2011-04-01,1207.609985,1223.630005,1195.329956,1195.329956,1195.329956,0
2011-05-01,1185.750000,1187.150024,1110.869995,1152.219971,1152.219971,0
2011-06-01,1149.939941,1149.939941,1077.949951,1113.380005,1113.380005,1795289000
2011-07-01,1113.380005,1148.660034,1113.380005,1117.650024,1117.650024,3548975600
2011-08-01,1118.550049,1121.459961,940.770020,1013.469971,1013.469971,3372497300
2011-09-01,1014.909973,1017.510010,886.549988,969.770020,969.770020,4398086600
2011-10-01,944.369995,1063.569946,920.320007,1021.469971,1021.469971,3158502800
2011-11-01,1004.369995,1026.920044,925.729980,984.320007,984.320007,3955770200
2011-12-01,987.349976,1008.820007,963.929993,978.489990,978.489990,3396036400
2012-01-01,990.869995,1037.189941,989.630005,1013.700012,1013.700012,5250028000
2012-02-01,1011.979980,1025.739990,975.619995,990.059998,990.059998,2912905800
2012-03-01,989.690002,1060.229980,982.450012,1032.479980,1032.479980,4106770000
2012-04-01,1043.010010,1070.069946,1025.900024,1066.489990,1066.489990,2477765400
2012-05-01,1065.619995,1074.150024,959.960022,981.280029,981.280029,4248230200
2012-06-01,981.280029,1014.010010,955.559998,969.859985,969.859985,2874854800
2012-07-01,986.669983,1007.179993,957.479980,996.719971,996.719971,3023879000
2012-08-01,995.929993,1002.950012,970.909973,999.590027,999.590027,3531492200
2012-09-01,993.799988,1057.030029,985.880005,1054.579956,1054.579956,2431597400
2012-10-01,1054.579956,1097.189941,1053.660034,1076.410034,1076.410034,2416048500
2012-11-01,1078.939941,1094.400024,1035.089966,1089.609985,1089.609985,3421312200
2012-12-01,1093.069946,1100.780029,1034.630005,1049.060059,1049.060059,3514081200
2013-01-01,1067.550049,1086.410034,1043.859985,1046.719971,1046.719971,2334524700
2013-02-01,1046.719971,1104.530029,1046.719971,1090.670044,1090.670044,2157918100
2013-03-01,1090.670044,1115.989990,1080.489990,1100.040039,1100.040039,1765887100
2013-04-01,1100.040039,1105.439941,1066.719971,1082.949951,1082.949951,1594526700
2013-05-01,1082.780029,1118.599976,1068.800049,1107.900024,1107.900024,2472968000
2013-06-01,1103.079956,1111.890015,1067.770020,1069.560059,1069.560059,2230618300
2013-07-01,1074.890015,1119.229980,1068.130005,1094.060059,1094.060059,2198882200
2013-08-01,1095.310059,1108.030029,1052.900024,1081.680054,1081.680054,2105323000
2013-09-01,1088.699951,1148.660034,1070.709961,1142.510010,1142.510010,1723122900
2013-10-01,1147.170044,1182.459961,1136.910034,1160.439941,1160.439941,3554054200
2013-11-01,1169.959961,1223.959961,1168.910034,1218.430054,1218.430054,2784031000
2013-12-01,1236.680054,1238.689941,1178.589966,1206.800049,1206.800049,3406136000
2014-01-01,1214.329956,1245.250000,1189.489990,1200.630005,1200.630005,1798173700
2014-02-01,1202.359985,1259.250000,1179.959961,1253.560059,1253.560059,1539673400
2014-03-01,1254.359985,1292.569946,1246.459961,1282.219971,1282.219971,1652610200
2014-04-01,1286.729980,1302.199951,1248.589966,1250.020020,1250.020020,1281517800
2014-05-01,1247.550049,1271.030029,1234.359985,1256.739990,1256.739990,1396037000
2014-06-01,1262.819946,1272.739990,1247.300049,1252.390015,1252.390015,1009507100
2014-07-01,1253.709961,1265.630005,1224.560059,1246.199951,1246.199951,1166140400
2014-08-01,1246.099976,1271.520020,1232.089966,1263.969971,1263.969971,911045700
2014-09-01,1267.400024,1312.439941,1267.150024,1305.439941,1305.439941,1176166400
2014-10-01,1306.670044,1319.290039,1265.300049,1276.800049,1276.800049,939249500
2014-11-01,1291.869995,1311.459961,1280.760010,1310.199951,1310.199951,1103144400
2014-12-01,1304.280029,1329.310059,1274.540039,1288.930054,1288.930054,2054754200
2015-01-01,1284.520020,1297.040039,1269.180054,1269.709961,1269.709961,1718722100
2015-02-01,1271.829956,1346.010010,1269.300049,1341.780029,1341.780029,1798077900
2015-03-01,1362.689941,1425.949951,1353.260010,1416.160034,1416.160034,1689676200
2015-04-01,1415.140015,1486.430054,1413.979980,1430.609985,1430.609985,1319434100
2015-05-01,1427.650024,1487.469971,1406.520020,1454.510010,1454.510010,1449283500
2015-06-01,1464.589966,1480.439941,1406.109985,1420.260010,1420.260010,1430214100
2015-07-01,1422.540039,1491.540039,1412.020020,1476.849976,1476.849976,1536268500
2015-08-01,1480.329956,1503.790039,1343.920044,1382.489990,1382.489990,2015245200
2015-09-01,1373.270020,1419.349976,1286.310059,1294.449951,1294.449951,1859816700
2015-10-01,1301.959961,1369.849976,1299.260010,1366.619995,1366.619995,1585082700
2015-11-01,1360.959961,1376.189941,1324.500000,1345.369995,1345.369995,1564492200
2015-12-01,1354.790039,1362.390015,1281.869995,1315.219971,1315.219971,2116237800
2016-01-01,1311.760010,1324.949951,1226.189941,1246.209961,1246.209961,1569964800
2016-02-01,1266.479980,1268.780029,1180.609985,1239.250000,1239.250000,1319387900
2016-03-01,1240.650024,1285.939941,1239.800049,1251.020020,1251.020020,1883210100
2016-04-01,1250.680054,1297.520020,1240.180054,1245.119995,1245.119995,972348800
2016-05-01,1227.520020,1259.339966,1206.510010,1253.689941,1253.689941,1413545700
2016-06-01,1254.280029,1263.579956,1195.030029,1210.949951,1210.949951,2239352100
2016-07-01,1226.369995,1283.250000,1212.079956,1267.260010,1267.260010,997008400
2016-08-01,1277.209961,1300.530029,1261.079956,1271.290039,1271.290039,1354693400
2016-09-01,1273.750000,1285.239990,1247.959961,1260.770020,1260.770020,1407170800
2016-10-01,1252.430054,1267.540039,1228.839966,1229.770020,1229.770020,736904100
2016-11-01,1233.150024,1273.329956,1198.319946,1265.310059,1265.310059,1562359400
2016-12-01,1261.479980,1297.180054,1254.910034,1282.410034,1282.410034,2074694000
2017-01-01,1279.140015,1293.020020,1230.510010,1242.959961,1242.959961,1291821200
2017-02-01,1250.500000,1297.410034,1243.250000,1265.609985,1265.609985,793598500
2017-03-01,1268.510010,1288.660034,1243.359985,1251.280029,1251.280029,799304700
2017-04-01,1254.979980,1274.810059,1240.510010,1271.989990,1271.989990,1129709200
2017-05-01,1267.349976,1308.300049,1266.719971,1297.439941,1297.439941,1100670900
2017-06-01,1296.130005,1301.839966,1279.180054,1287.729980,1287.729980,1745896800
2017-07-01,1293.189941,1321.969971,1287.739990,1296.869995,1296.869995,1288135200
2017-08-01,1298.579956,1299.619995,1226.569946,1271.660034,1271.660034,1245303100
2017-09-01,1260.939941,1299.640015,1258.530029,1290.989990,1290.989990,966383800
2017-10-01,1302.630005,1323.640015,1299.349976,1313.900024,1313.900024,1086147000
2017-11-01,1318.849976,1337.520020,1278.540039,1329.640015,1329.640015,1343295000
2017-12-01,1340.189941,1366.420044,1309.969971,1365.630005,1365.630005,1184637300
2018-01-01,1380.969971,1414.640015,1377.920044,1407.579956,1407.579956,1320938600
2018-02-01,1407.469971,1410.890015,1317.969971,1361.670044,1361.670044,1386251700
2018-03-01,1341.800049,1366.119995,1305.619995,1310.829956,1310.829956,882732200
2018-04-01,1313.469971,1350.040039,1265.989990,1327.729980,1327.729980,828167600
2018-05-01,1324.469971,1375.510010,1321.099976,1364.949951,1364.949951,1036234900
2018-06-01,1372.380005,1397.459961,1361.750000,1364.050049,1364.050049,960746100
2018-07-01,1359.439941,1412.489990,1357.420044,1408.930054,1408.930054,813328300
2018-08-01,1411.199951,1493.829956,1399.920044,1492.810059,1492.810059,1204404400
2018-09-01,1500.369995,1510.810059,1465.040039,1483.880005,1483.880005,833350700
2018-10-01,1484.609985,1501.369995,1404.579956,1434.229980,1434.229980,1092180000
2018-11-01,1438.469971,1500.209961,1437.729980,1470.640015,1470.640015,1140769100
2018-12-01,1497.270020,1499.510010,1282.449951,1333.170044,1333.170044,1218186100
2019-01-01,1336.060059,1416.040039,1320.160034,1409.790039,1409.790039,1120591400
2019-02-01,1416.239990,1448.349976,1398.479980,1430.579956,1430.579956,1006544800
2019-03-01,1441.189941,1448.130005,1389.489990,1405.030029,1405.030029,926426400
2019-04-01,1423.989990,1495.319946,1423.550049,1470.060059,1470.060059,1058969600
2019-05-01,1474.040039,1476.910034,1419.829956,1434.790039,1434.790039,1552108000
2019-06-01,1416.380005,1473.290039,1408.109985,1468.150024,1468.150024,1241564800
2019-07-01,1488.670044,1513.949951,1460.030029,1511.650024,1511.650024,1032678200
2019-08-01,1508.319946,1521.469971,1445.050049,1478.489990,1478.489990,1147036900
2019-09-01,1480.349976,1535.989990,1467.050049,1532.520020,1532.520020,910224200
2019-10-01,1528.530029,1588.859985,1508.709961,1575.719971,1575.719971,749426300
2019-11-01,1591.300049,1625.500000,1560.349976,1623.719971,1623.719971,1048022500
2019-12-01,1620.939941,1621.900024,1585.349976,1614.959961,1614.959961,1326164800
2020-01-01,1624.050049,1684.780029,1605.959961,1636.290039,1636.290039,1391353700
